0,1,2,3,4,5,6,7,8,9,10
candy,baking powder,canned fish,,,,,,,,
pip fruit,specialty chocolate,liquor (appetizer),soda,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
beef,root vegetables,butter milk,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
brown bread,brown bread,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
sausage,semi-finished bread,coffee,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
UHT-milk,tea,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
zwieback,brown bread,,,,,,,,,
chicken,artif. sweetener,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
salty snack,other vegetables,shopping bags,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
pot plants,shopping bags,,,,,,,,,
beef,hard cheese,,,,,,,,,
other vegetables,baking powder,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
canned beer,whole milk,,,,,,,,,
cream cheese,soda,,,,,,,,,
long life bakery product,napkins,,,,,,,,,
beef,ice cream,,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
rolls/buns,frozen vegetables,roll products,,,,,,,,
tropical fruit,grapes,sausage,grapes,fruit/vegetable juice,curd,other vegetables,whipped/sour cream,,,
tropical fruit,beverages,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
newspapers,syrup,,,,,,,,,
sausage,butter,cream cheese,,,,,,,,
curd,brown bread,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
rolls/buns,citrus fruit,fruit/vegetable juice,,,,,,,,
house keeping products,spread cheese,,,,,,,,,
soda,whole milk,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
brown bread,curd,,,,,,,,,
packaged fruit/vegetables,flour,,,,,,,,,
brown bread,hygiene articles,shopping bags,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
root vegetables,coffee,,,,,,,,,
house keeping products,salty snack,semi-finished bread,other vegetables,whole milk,domestic eggs,chocolate marshmallow,whole milk,,,
canned beer,whole milk,,,,,,,,,
frozen meals,soda,,,,,,,,,
rolls/buns,condensed milk,whole milk,soda,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
frankfurter,curd,beef,whipped/sour cream,,,,,,,
pip fruit,frozen vegetables,abrasive cleaner,,,,,,,,
frozen chicken,dessert,,,,,,,,,
margarine,canned beer,,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
brown bread,hygiene articles,rolls/buns,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
ham,whole milk,,,,,,,,,
sliced cheese,root vegetables,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
frozen vegetables,chocolate marshmallow,,,,,,,,,
coffee,tidbits,,,,,,,,,
chicken,curd,,,,,,,,,
chicken,salty snack,,,,,,,,,
tropical fruit,frozen meals,fruit/vegetable juice,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
butter milk,margarine,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
whole milk,white bread,newspapers,,,,,,,,
other vegetables,bottled water,,,,,,,,,
frankfurter,napkins,,,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
pork,long life bakery product,,,,,,,,,
berries,cat food,pip fruit,specialty bar,,,,,,,
sausage,white bread,coffee,,,,,,,,
kitchen utensil,bottled water,rolls/buns,pasta,bottled water,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
pip fruit,citrus fruit,curd,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
tropical fruit,grapes,chocolate marshmallow,yogurt,red/blush wine,brown bread,,,,,
root vegetables,butter,,,,,,,,,
white wine,specialty bar,specialty chocolate,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
salt,brown bread,,,,,,,,,
newspapers,pip fruit,dishes,,,,,,,,
newspapers,flour,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
whole milk,root vegetables,,,,,,,,,
curd cheese,pastry,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
UHT-milk,root vegetables,rolls/buns,rolls/buns,spread cheese,misc. beverages,sugar,,,,
pip fruit,citrus fruit,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
yogurt,sauces,,,,,,,,,
other vegetables,salt,,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
oil,onions,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
sausage,soda,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
napkins,dessert,,,,,,,,,
liquor (appetizer),rolls/buns,yogurt,,,,,,,,
white bread,domestic eggs,,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
soda,root vegetables,fruit/vegetable juice,,,,,,,,
frozen vegetables,pip fruit,root vegetables,cereals,,,,,,,
beef,frozen dessert,,,,,,,,,
whole milk,salty snack,,,,,,,,,
pip fruit,curd,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pastry,bottled water,,,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
salty snack,soups,brown bread,,,,,,,,
rolls/buns,bottled water,whole milk,,,,,,,,
whole milk,bottled beer,rolls/buns,domestic eggs,semi-finished bread,fruit/vegetable juice,,,,,
frankfurter,citrus fruit,bottled water,fruit/vegetable juice,,,,,,,
root vegetables,popcorn,long life bakery product,domestic eggs,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
grapes,berries,soda,condensed milk,waffles,nut snack,,,,,
tropical fruit,yogurt,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
yogurt,yogurt,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
onions,butter,soups,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
beef,ice cream,,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
soda,bottled water,,,,,,,,,
long life bakery product,beef,tidbits,butter,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
berries,chocolate marshmallow,,,,,,,,,
beef,waffles,detergent,shopping bags,,,,,,,
soda,artif. sweetener,salty snack,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pork,domestic eggs,UHT-milk,rolls/buns,,,,,,,
pork,whole milk,flower (seeds),,,,,,,,
waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
hamburger meat,spread cheese,,,,,,,,,
soda,soda,,,,,,,,,
curd,yogurt,,,,,,,,,
other vegetables,salty snack,brown bread,canned beer,,,,,,,
sausage,rolls/buns,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
pork,yogurt,butter milk,,,,,,,,
other vegetables,canned fish,,,,,,,,,
other vegetables,curd,,,,,,,,,
sausage,yogurt,candles,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
dessert,butter,,,,,,,,,
ice cream,beef,,,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
whole milk,ham,,,,,,,,,
whole milk,soda,,,,,,,,,
dessert,yogurt,,,,,,,,,
pastry,frozen vegetables,,,,,,,,,
frozen vegetables,bottled beer,,,,,,,,,
soda,citrus fruit,,,,,,,,,
newspapers,soda,,,,,,,,,
root vegetables,margarine,,,,,,,,,
sausage,other vegetables,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
yogurt,whole milk,,,,,,,,,
bottled water,whole milk,citrus fruit,citrus fruit,pickled vegetables,salad dressing,,,,,
rolls/buns,shopping bags,,,,,,,,,
white wine,sauces,,,,,,,,,
beef,root vegetables,,,,,,,,,
pickled vegetables,bottled beer,,,,,,,,,
brandy,specialty bar,chocolate,,,,,,,,
sausage,packaged fruit/vegetables,curd,fruit/vegetable juice,,,,,,,
other vegetables,canned beer,,,,,,,,,
UHT-milk,sweet spreads,,,,,,,,,
other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
ice cream,whole milk,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
margarine,bottled water,,,,,,,,,
waffles,spread cheese,,,,,,,,,
whole milk,onions,,,,,,,,,
beverages,sausage,white bread,bottled water,,,,,,,
pip fruit,frankfurter,other vegetables,napkins,,,,,,,
misc. beverages,tropical fruit,yogurt,specialty chocolate,,,,,,,
dishes,chewing gum,,,,,,,,,
grapes,waffles,soda,,,,,,,,
misc. beverages,rolls/buns,frozen vegetables,beverages,condensed milk,,,,,,
beef,pasta,,,,,,,,,
butter,root vegetables,bottled water,whipped/sour cream,red/blush wine,,,,,,
chicken,white bread,,,,,,,,,
tropical fruit,soda,yogurt,root vegetables,yogurt,domestic eggs,white wine,photo/film,,,
soda,citrus fruit,,,,,,,,,
hamburger meat,cat food,margarine,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads,,,,,
beverages,frozen meals,,,,,,,,,
cream cheese,soft cheese,,,,,,,,,
soda,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
long life bakery product,whole milk,pip fruit,pork,frozen dessert,,,,,,
other vegetables,yogurt,whole milk,butter,shopping bags,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
root vegetables,dish cleaner,,,,,,,,,
coffee,frozen potato products,,,,,,,,,
rolls/buns,berries,shopping bags,rice,,,,,,,
sausage,other vegetables,,,,,,,,,
pastry,bottled water,,,,,,,,,
long life bakery product,bottled water,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
butter milk,berries,citrus fruit,napkins,,,,,,,
misc. beverages,whole milk,long life bakery product,,,,,,,,
long life bakery product,UHT-milk,whole milk,,,,,,,,
frozen fish,salty snack,,,,,,,,,
pork,frozen vegetables,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
herbs,pip fruit,,,,,,,,,
chocolate,whole milk,,,,,,,,,
whole milk,sausage,whole milk,yogurt,cake bar,female sanitary products,soda,,,,
white wine,pastry,hard cheese,coffee,hygiene articles,,,,,,
bottled water,rolls/buns,,,,,,,,,
tropical fruit,herbs,,,,,,,,,
sausage,curd,margarine,,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pastry,meat spreads,,,,,,,,,
pork,rolls/buns,,,,,,,,,
tropical fruit,curd,chocolate,,,,,,,,
sausage,cake bar,,,,,,,,,
candy,soda,candy,,,,,,,,
beef,salt,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
meat spreads,butter,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
sausage,hard cheese,bottled beer,,,,,,,,
soda,beef,soda,margarine,,,,,,,
spread cheese,newspapers,,,,,,,,,
hamburger meat,soft cheese,pickled vegetables,,,,,,,,
coffee,pip fruit,,,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
butter,semi-finished bread,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
tropical fruit,soda,,,,,,,,,
ice cream,cream cheese,,,,,,,,,
tropical fruit,pickled vegetables,bottled beer,,,,,,,,
whole milk,rolls/buns,dish cleaner,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
turkey,frozen dessert,shopping bags,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
coffee,margarine,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
sausage,dessert,,,,,,,,,
root vegetables,ice cream,margarine,,,,,,,,
beef,shopping bags,pickled vegetables,,,,,,,,
root vegetables,female sanitary products,,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
canned beer,misc. beverages,yogurt,rolls/buns,,,,,,,
butter milk,hard cheese,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
yogurt,semi-finished bread,,,,,,,,,
cream cheese,rolls/buns,,,,,,,,,
cat food,whipped/sour cream,whole milk,,,,,,,,
fruit/vegetable juice,candles,,,,,,,,,
coffee,bottled water,,,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
ice cream,other vegetables,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
pork,other vegetables,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
hard cheese,soda,,,,,,,,,
pip fruit,meat,frozen vegetables,bottled water,,,,,,,
curd,detergent,,,,,,,,,
root vegetables,bottled water,frozen dessert,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
chocolate,rolls/buns,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
whole milk,newspapers,whole milk,rolls/buns,,,,,,,
soda,dishes,,,,,,,,,
brown bread,pip fruit,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
sausage,pip fruit,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
sausage,rolls/buns,waffles,,,,,,,,
canned beer,sugar,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
other vegetables,frozen dessert,,,,,,,,,
other vegetables,beverages,,,,,,,,,
pastry,frankfurter,long life bakery product,whipped/sour cream,,,,,,,
specialty bar,tropical fruit,yogurt,bottled beer,baking powder,,,,,,
root vegetables,citrus fruit,whole milk,chewing gum,,,,,,,
organic sausage,specialty chocolate,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
soda,beverages,,,,,,,,,
root vegetables,salt,,,,,,,,,
frozen meals,jam,,,,,,,,,
sausage,butter,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
pip fruit,canned beer,soft cheese,soft cheese,canned fish,semi-finished bread,newspapers,napkins,,,
frankfurter,other vegetables,,,,,,,,,
newspapers,grapes,onions,coffee,,,,,,,
domestic eggs,pastry,,,,,,,,,
soft cheese,onions,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
root vegetables,pastry,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
whipped/sour cream,cream cheese,,,,,,,,,
organic sausage,herbs,,,,,,,,,
cream cheese,yogurt,,,,,,,,,
pork,butter,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
whole milk,butter,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
canned beer,rolls/buns,artif. sweetener,soda,,,,,,,
sausage,whole milk,,,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
canned beer,yogurt,bottled water,,,,,,,,
other vegetables,other vegetables,newspapers,pip fruit,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
liquor,sugar,,,,,,,,,
citrus fruit,dessert,bottled water,,,,,,,,
whole milk,candy,semi-finished bread,candy,,,,,,,
pastry,onions,,,,,,,,,
sausage,whole milk,root vegetables,soft cheese,,,,,,,
pork,mustard,,,,,,,,,
salty snack,butter milk,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
pork,oil,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
soda,whole milk,,,,,,,,,
salt,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
white bread,make up remover,,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
ham,mayonnaise,,,,,,,,,
rolls/buns,onions,butter,whole milk,rolls/buns,,,,,,
margarine,domestic eggs,,,,,,,,,
sausage,newspapers,,,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
other vegetables,bottled water,,,,,,,,,
root vegetables,berries,brandy,,,,,,,,
whole milk,whole milk,,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,
specialty bar,yogurt,napkins,other vegetables,chocolate,,,,,,
yogurt,pet care,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
margarine,specialty bar,,,,,,,,,
tropical fruit,hamburger meat,coffee,sliced cheese,whipped/sour cream,,,,,,
newspapers,tropical fruit,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
frozen meals,canned beer,,,,,,,,,
coffee,bottled beer,,,,,,,,,
bottled beer,dog food,,,,,,,,,
canned beer,dishes,,,,,,,,,
soda,butter,,,,,,,,,
pork,cereals,,,,,,,,,
pork,pip fruit,,,,,,,,,
napkins,yogurt,,,,,,,,,
brown bread,chocolate,,,,,,,,,
chicken,ice cream,,,,,,,,,
onions,canned beer,,,,,,,,,
beef,beef,margarine,,,,,,,,
yogurt,whole milk,,,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
fruit/vegetable juice,female sanitary products,,,,,,,,,
pastry,candy,,,,,,,,,
chicken,pastry,soda,,,,,,,,
other vegetables,whole milk,,,,,,,,,
cream cheese,other vegetables,,,,,,,,,
canned beer,salty snack,,,,,,,,,
ham,other vegetables,,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
shopping bags,napkins,,,,,,,,,
frankfurter,rolls/buns,salt,,,,,,,,
sausage,bottled water,brown bread,,,,,,,,
root vegetables,dog food,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
cereals,soda,,,,,,,,,
pot plants,yogurt,other vegetables,,,,,,,,
canned beer,roll products,root vegetables,flower (seeds),,,,,,,
canned beer,yogurt,,,,,,,,,
ham,pastry,,,,,,,,,
other vegetables,frozen dessert,shopping bags,,,,,,,,
curd cheese,red/blush wine,margarine,,,,,,,,
sausage,bottled beer,root vegetables,,,,,,,,
berries,specialty cheese,,,,,,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
bottled beer,chicken,baking powder,curd,,,,,,,
sausage,whole milk,whipped/sour cream,domestic eggs,,,,,,,
tropical fruit,pork,cream cheese,UHT-milk,butter milk,,,,,,
grapes,butter,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
finished products,cream cheese,,,,,,,,,
pip fruit,butter,,,,,,,,,
bottled water,newspapers,,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
frozen vegetables,salty snack,,,,,,,,,
butter milk,zwieback,domestic eggs,,,,,,,,
pork,yogurt,,,,,,,,,
soda,napkins,,,,,,,,,
citrus fruit,tropical fruit,butter,ham,,,,,,,
canned beer,root vegetables,whole milk,whole milk,newspapers,,,,,,
whole milk,rolls/buns,soda,,,,,,,,
soda,bottled water,hygiene articles,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
liver loaf,rolls/buns,rolls/buns,other vegetables,rolls/buns,packaged fruit/vegetables,flower (seeds),shopping bags,,,
sausage,brandy,,,,,,,,,
beverages,shopping bags,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
specialty bar,soda,frozen vegetables,frozen vegetables,,,,,,,
other vegetables,beef,,,,,,,,,
other vegetables,roll products,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
curd,red/blush wine,,,,,,,,,
other vegetables,snack products,,,,,,,,,
sausage,bottled beer,,,,,,,,,
newspapers,pastry,,,,,,,,,
sausage,bottled beer,misc. beverages,,,,,,,,
pastry,bottled water,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
butter milk,canned beer,,,,,,,,,
bottled water,detergent,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
dessert,coffee,,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pork,brown bread,misc. beverages,,,,,,,,
beef,white wine,UHT-milk,butter milk,,,,,,,
sausage,curd,fruit/vegetable juice,,,,,,,,
pip fruit,pickled vegetables,,,,,,,,,
frozen meals,soda,,,,,,,,,
red/blush wine,pork,,,,,,,,,
tropical fruit,bottled water,kitchen towels,processed cheese,,,,,,,
beef,liquor,,,,,,,,,
yogurt,berries,,,,,,,,,
beef,waffles,,,,,,,,,
butter,sugar,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,pastry,shopping bags,,,,,,,,
newspapers,dishes,,,,,,,,,
beef,butter,,,,,,,,,
shopping bags,long life bakery product,,,,,,,,,
pork,margarine,,,,,,,,,
canned beer,cake bar,,,,,,,,,
cake bar,Instant food products,,,,,,,,,
ham,dessert,yogurt,,,,,,,,
citrus fruit,yogurt,coffee,,,,,,,,
roll products,waffles,,,,,,,,,
liquor,chicken,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
sausage,canned vegetables,,,,,,,,,
whole milk,hamburger meat,roll products,,,,,,,,
hygiene articles,dessert,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
sausage,other vegetables,,,,,,,,,
herbs,chewing gum,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
whole milk,newspapers,,,,,,,,,
berries,frankfurter,beef,brown bread,,,,,,,
whole milk,whole milk,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
pip fruit,pet care,,,,,,,,,
yogurt,newspapers,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
sausage,curd,meat spreads,,,,,,,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
whole milk,pip fruit,,,,,,,,,
rolls/buns,seasonal products,other vegetables,white bread,,,,,,,
root vegetables,soft cheese,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
pastry,hygiene articles,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
bottled beer,sliced cheese,,,,,,,,,
butter,newspapers,,,,,,,,,
soft cheese,spices,,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
hygiene articles,skin care,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
pastry,cream cheese,,,,,,,,,
pastry,yogurt,,,,,,,,,
pork,root vegetables,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
pip fruit,tropical fruit,mustard,,,,,,,,
sugar,fruit/vegetable juice,margarine,,,,,,,,
pork,whole milk,,,,,,,,,
bottled water,fruit/vegetable juice,cat food,,,,,,,,
oil,yogurt,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
curd,dessert,,,,,,,,,
cat food,candles,whole milk,,,,,,,,
packaged fruit/vegetables,fish,frozen meals,specialty chocolate,brown bread,,,,,,
rolls/buns,citrus fruit,pot plants,yogurt,roll products,fruit/vegetable juice,,,,,
sausage,whole milk,rolls/buns,,,,,,,,
frankfurter,coffee,,,,,,,,,
shopping bags,frozen meals,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
pip fruit,pasta,,,,,,,,,
sugar,bottled water,,,,,,,,,
soda,flour,brown bread,,,,,,,,
curd,soda,,,,,,,,,
beef,flour,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
salty snack,cat food,frozen vegetables,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
dessert,other vegetables,,,,,,,,,
soda,shopping bags,,,,,,,,,
waffles,semi-finished bread,,,,,,,,,
butter milk,dessert,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
other vegetables,prosecco,pot plants,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
sausage,frozen meals,soda,,,,,,,,
sausage,whole milk,,,,,,,,,
whole milk,chocolate,roll products,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,grapes,,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
